Country,ParticipantName,Address,City,BIC,Status,Role,Readiness Date,Scheme Leaving Date,Scheme Options
FRANCE,CREDIT AGRICOLE ALSACE VOSGES,"1, PLACE DE LA GARE",STRASBOURG,AGRIFRPP872,Ready for operations,Requesting PSP;Responding PSP,2025-09-01,,
FRANCE,CREDIT AGRICOLE CENTRE FRANCE,"3, AVENUE DE LA LIBERATION",CLERMONT FERRAND CEDEX 9,AGRIFRPP868,Ready for operations,Requesting PSP;Responding PSP,2025-09-01,,
FRANCE,CREDIT AGRICOLE CORPORATE and INVESTMENT BANC (CACIB),12 PLACE DES ETATS UNIS,Montrouge,BSUIFRPPXXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
FRANCE,CREDIT AGRICOLE DES SAVOIE,P.A.E. Les Claisins 4 Avenue Pre-Felin,ANNECY,AGRIFRPP881,Ready for operations,Requesting PSP;Responding PSP,2025-09-01,,
FRANCE,CREDIT AGRICOLE DU MORBIHAN,Avenue de Keranguen 56,VANNES,AGRIFRPP860,Ready for operations,Requesting PSP;Responding PSP,2025-09-01,,
FRANCE,Credit Agricole Leasing And Factoring,"1-3, RUE DU PASSEUR DE BOULOGNE",ISSY LES MOULINEAUX Cedex 9,AGRIFRP1EFG,Pending EDS registration,Responding PSP,,,
FRANCE,CREDIT AGRICOLE NORD DE FRANCE,10 SQUARE FOCH - B.P. 369,LILLE CEDEX,AGRIFRPP867,Ready for operations,Requesting PSP;Responding PSP,2025-09-01,,
FRANCE,Credit Agricole Payment Services,83 boulevard des Chênes,Guyancourt,AGRIFRPP777,Ready for operations,Requesting PSP;Responding PSP,2025-09-01,,
FRANCE,CREDIT AGRICOLE SA,12 place des Etats-Unis,Montrouge Cedex,AGRIFRPPXXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
FRANCE,CREDIT AGRICOLE SUD RHONE ALPES,12 Place de la Résistance,GRENOBLE,AGRIFRPP839,Ready for operations,Requesting PSP;Responding PSP,2025-09-01,,
FRANCE,CREDIT COOPERATIF,12 BOULEVARD PESARO CS 10002,NANTERRE CEDEX,CCOPFRPPXXX,Ready for operations,Requesting PSP;Responding PSP,2025-09-01,,
FRANCE,Credit Foncier de France,182 AVENUE DE France,Paris,CFFRFRPPXXX,Ready for operations,Requesting PSP;Responding PSP,2025-09-01,,
FRANCE,CREDIT INDUSTRIEL ET COMMERCIAL (CIC),6 avenue de provence,PARIS,CMCIFRPPXXX,Ready for operations,Requesting PSP;Responding PSP,2025-10-05,,
FRANCE,CREDIT MUNICIPAL DE TOULOUSE,"29, rue des Lois",Toulouse,CCUOFR21XXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
FRANCE,CREDIT MUTUEL ARKEA,1 RUE LOUIS LICHOU,Le Relecq-Kerhuon,CMBRFR2BXXX,Ready for operations,Requesting PSP;Responding PSP,2025-09-01,,
FRANCE,CREDIT MUTUEL FACTORING,Tour D2- 17 BIS PLACE DES REFLETS,PARIS (LA DEFENSE),CMCIFRP1FAC,Ready for operations,Requesting PSP;Responding PSP,2025-10-05,,
FRANCE,Deblock SAS,"100 Avenue Willy Brandt,  Westfield Euralille, Talent Garden",Lille,DBLKFR22XXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
FRANCE,EDMOND DE ROTHSCHILD (FRANCE),"47, RUE DU FAUBOURG SAINT HONORE",PARIS,COFIFRPPXXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
FRANCE,EUROPE ARAB BANK SA,41 AVENUE DE FRIEDLAND,Paris,ARABFRPPXXX,Ready for operations,Requesting PSP;Responding PSP,2025-08-01,,
FRANCE,eZyness,115 rue de Sèvres,Paris Cedex 06,GAILFRP1XXX,Ready for operations,Requesting PSP;Responding PSP,2025-09-01,,
FRANCE,FACTOFRANCE,Tour D2- 17 BIS PLACE DES REFLETS,PARIS (LA DEFENSE),FACFFRPPXXX,Ready for operations,Requesting PSP;Responding PSP,2025-10-05,,
FRANCE,FINANCIERE DES PAIEMENTS ELECTRONIQUES,1 Place des Marseillais,Charenton le Pont,FPELFR21XXX,Ready for operations,Requesting PSP;Responding PSP,2025-09-01,,
FRANCE,First Abu Dhabi Bank,10 Rue Magellan,PARIS,NBADFRPPXXX,Pending EDS registration,Requesting PSP;Responding PSP,2025-07-07,,
FRANCE,GoCardless SAS,7 rue de Madrid,Paris,GOAAFRP1XXX,Ready for operations,Requesting PSP;Responding PSP,2025-08-24,,
FRANCE,HSBC Continental Europe,"38, avenue Kléber",Paris,CCFRFRPPXXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
FRANCE,KEB Hana Bank Paris Branch,"38, avenue des Champs-Elysees",PARIS,KOEXFRPPXXX,Ready for operations,Requesting PSP;Responding PSP,2025-08-22,,
FRANCE,LA BANQUE POSTALE,115 RUE DE SEVRES,PARIS CEDEX 06,PSSTFRPPXXX,Ready for operations,Requesting PSP;Responding PSP,2025-09-01,,
FRANCE,LAZARD FRERES BANQUE,"175, BOULEVARD HAUSSMANN  Back Office Monétaire",PARIS,LAZPFRPPXXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
FRANCE,LCL - LE CREDIT LYONNAIS,20 avenue de Paris,Villejuif,CRLYFRPPXXX,Ready for operations,Requesting PSP;Responding PSP,2025-09-01,,
FRANCE,Lemon Way SAS,8 rue du Sentier,Paris,LEWAFRPPXXX,Pending EDS registration,Requesting PSP,,,
FRANCE,LOUVRE BANQUE PRIVEE,"48, RUE DU LOUVRE",PARIS,PREUFRP1XXX,Ready for operations,Requesting PSP;Responding PSP,2025-09-01,,
FRANCE,LYDIA SOLUTIONS,14 avenue de l'Opéra,Paris,LYDIFRP2XXX,Pending EDS registration,Requesting PSP;Responding PSP,2025-07-07,,
FRANCE,LYONNAISE DE BANQUE,8 rue de la republique,LYON,CMCIFRP1LYB,Ready for operations,Requesting PSP;Responding PSP,2025-10-05,,
FRANCE,Memo Bank SA,Rue du Fabourg Poissonniere,Paris,MEMOFRP2XXX,Ready for operations,Requesting PSP;Responding PSP,2025-10-06,,
FRANCE,MILLEIS BANQUE,2 Avenue Hoche,PARIS,PRIVFRPPXXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
FRANCE,MOBILIS BANQUE,64 Boulevard de Cambrai,Roubaix,MOBQFR22XXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
FRANCE,MONABANQ,Parc de la Haute Borne - 61 avenue Halley,Villeneuve d'Ascq,CMCIFRP1MON,Ready for operations,Requesting PSP;Responding PSP,2025-10-05,,
FRANCE,MONTE PASCHI BANQUE S.A.,11 boulevard de la Madeleine,PARIS,MONTFRPPXXX,Ready for operations,Requesting PSP;Responding PSP,2025-10-09,,
FRANCE,My Money Bank,"TOUR EUROPLAZA: 20, AV ANDRE PROTHIN",DEFENSE / PARIS,MOEYFRPPXXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
FRANCE,NATIONAL BANK OF KUWAIT FRANCE SA,90 avenue des Champs Elysées,Paris,NBOKFRPPXXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
FRANCE,NATIXIS,7 PROMENADE GERMAINE SABLON,Paris,NATXFRPPXXX,Ready for operations,Requesting PSP;Responding PSP,2025-09-01,,
FRANCE,NATIXIS WEALTH MANAGEMENT,115 rue Montmartre,PARIS,NATXFRPPBPS,Ready for operations,Requesting PSP;Responding PSP,2025-09-01,,
FRANCE,NOELSE PAY,11 PLACE FRANCOIS MITTERRAND,ANGERS,AFOPFR21XXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
FRANCE,ODDO BHF SCA,12 BOULEVARD DE LA MADELEINE,PARIS,ODDOFRPPXXX,Ready for operations,Requesting PSP;Responding PSP,2025-08-21,,
FRANCE,Okali,50 rue La Boétie,Paris,SFPEFRP2XXX,Ready for operations,Requesting PSP;Responding PSP,2025-09-01,,
FRANCE,OLINDA,18 rue de Navarin,PARIS,QNTOFRP1XXX,Ready for operations,Requesting PSP;Responding PSP,2025-09-22,,
FRANCE,ONEY BANK SA,40 avenue de Flandre,CROIX,BACCFR22XXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
FRANCE,PAYPLUG ENTERPRISE SAS,55 RUE RASPAIL,LEVALLOIS-PERRET,DALPFR21XXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
FRANCE,PAYSURF,4 Rue Frederic-Guillaume Raiffeisen,Strasbourg,CMCIFRP1PSF,Ready for operations,Requesting PSP;Responding PSP,2025-10-05,,
FRANCE,PAYTOP,1 Rue de Stockholm,Paris,PAOTFRP1XXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
FRANCE,POWENS,84 rue Beaubourg,PARIS,PWSAFRP2XXX,Pending EDS registration,Requesting PSP,,,
FRANCE,QATAR NATIONAL BANK,65 AVENUE D'IENA,PARIS,QNBAFRPPXXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
FRANCE,ROTHSCHILD MARTIN MAUREL,"29, AVENUE DE MESSINE",PARIS,BMMMFR2AXXX,Ready for operations,Requesting PSP;Responding PSP,2025-10-09,,
FRANCE,SCORE & SECURE PAYMENT,25 rue Louis le Grand,Paris,SCSYFRP2XXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
FRANCE,SHINE,12 rue Anselme,Saint Ouen,SNNNFR22XXX,Ready for operations,Requesting PSP;Responding PSP,2025-08-11,,
FRANCE,SOCIETE CENTRALE POUR LE FINANCEMENT DE L' IMMOBILIER (SOCFIM),5 RUE MASSERAN,PARIS,SOPMFRP1XXX,Ready for operations,Requesting PSP;Responding PSP,2025-09-01,,
FRANCE,SOCIETE DE BANQUE ET D'EXPANSION (SBE),"7,rue Auguste Gervais",Issy les Moulineaux,SBEXFRP1XXX,Ready for operations,Requesting PSP;Responding PSP,2025-08-22,,
FRANCE,SOCIETE FINANCIERE DE DEVELOPPEMENT DE LA REUNION (SOFIDER),"3,rue Labourdonnais",Saint-Denis,SODIRER1XXX,Ready for operations,Requesting PSP;Responding PSP,2025-08-22,,
FRANCE,SOCIETE FINANCIERE DE LA NEF,8 avenue des Canuts,VAULX EN VELIN,STFEFR21XXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
FRANCE,SOCIETE GENERALE,"29, BOULEVARD HAUSSMANN",PARIS,SOGEFRPPXXX,Ready for operations,Requesting PSP;Responding PSP,2025-07-02,,
FRANCE,Spendesk Financial Services,51 rue de Londres,PARIS,SPDKFRP2XXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
FRANCE,SWAN,95 avenue du Président Wilson / CS 50003,Montreuil,SWNBFR22XXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
FRANCE,TREEZOR SAS,33 Avenue de Wagram,PARIS,TRZOFR21XXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
FRANCE,TRESOR PUBLIC FRANCAIS,139 RUE DE BERCY,PARIS CEDEX 12,TRPUFRP1XXX,Ready for operations,Requesting PSP;Responding PSP,2025-09-01,,
FRANCE,XPOLLENS,110 Avenue de France,Paris,SMOEFRP1XXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Aachener Bank eG,Theaterstrasse 5,Aachen,GENODED1AAC,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Aareal Bank AG,Paulinenstrasse 15,Wiesbaden,AARBDE5WXXX,Ready for operations,Requesting PSP;Responding PSP,2025-07-17,,
GERMANY,ABCBANK GMBH,Kamekestrasse 2-8,KOELN,WWBADE3AXXX,Ready for operations,Requesting PSP;Responding PSP,2025-08-25,,
GERMANY,Abtsgmuender Bank -Raiffeisen- eG,Hauptstr 13,Abtsgmuend,GENODES1ABR,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Airbus Bank GmbH,"Prannerstrasse 8, ref. BOS-2020-009",Muenchen,AGBMDEMMXXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,AKBANK AG,Rahmannstrasse 1,Eschborn,AKBKDEFFXXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,AKF BANK GMBH & CO KG,Am Diek 50,WUPPERTAL,AKFBDE33XXX,Ready for operations,Requesting PSP;Responding PSP,2025-08-21,,
GERMANY,AKTIVBANK AG,Herriotstraße 1,Frankfurt am Main,AKBADES1XXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,BAG Bankaktiengesellschaft,Gabelsbergerstrasse 1a,Hamm,GENODEM1BAG,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Banco do Brasil S. A.,Neue Mainzer Str. 46-50,Frankfurt am Main,BRASDEFFXXX,Ready for operations,Requesting PSP;Responding PSP,2025-07-18,,
GERMANY,Bank 1 Saar eG,Kaiserstr. 20,Saarbruecken,SABADE5SXXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,BANK 11 FUR PRIVATKUNDEN UND HANDEL GMBH,HAMMER LANDSTRASSE 91,NEUSS,WEFZDED1XXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Bank fuer Kirche und Diakonie eG - KD-Bank,Schwanenwall 27,Dortmund,GENODED1DKD,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,BANK IM BISTUM ESSEN eG,Gildehofstrasse 2,Essen,GENODED1BBE,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Bank Melli Iran,Holzbruecke 2,Hamburg,MELIDEHHXXX,Ready for operations,Requesting PSP;Responding PSP,2025-08-25,,
GERMANY,Bank of China Ltd. Frankfurt Branch,Bockenheimer Landstrasse 24,Frankfurt/Main,BKCHDEFFXXX,Ready for operations,Requesting PSP;Responding PSP,2025-09-14,,
GERMANY,BANK OF COMMUNICATIONS CO. LTD FRANKFURT BRANCH,NEUE MAINZER STRASSE 52-58,FRANKFURT AM MAIN,COMMDEFFXXX,Ready for operations,Requesting PSP;Responding PSP,2025-08-11,,
GERMANY,Bank Pictet & Cie (Europe) AG,Neue Mainzer Str. 2-4,Frankfurt am Main,PICTDEFFXXX,Ready for operations,Requesting PSP;Responding PSP,2025-07-10,,
GERMANY,Bank Saderat Iran Zweigniederlassung Hamburg,Deichstrasse 11,Hamburg,SIHRDEH1XXX,Ready for operations,Requesting PSP;Responding PSP,2025-08-25,,
GERMANY,BANK VONTOBEL EUROPE AG,ALTER HOF 5,MUENCHEN,VONTDEM1XXX,Ready for operations,Requesting PSP;Responding PSP,2025-08-05,,
GERMANY,Bankhaus Anton Hafner KG,Maximilianstrasse 29,Augsburg,ANHODE77XXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,BANKHAUS BAUER AG,Hatzper Straße 30,ESSEN,BHBADES1XXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,BANKHAUS C. L. SEELIGER KG,LANGE HERZOGSTRASSE 63,WOLFENBUETTEL,BCLSDE21XXX,Ready for operations,Requesting PSP;Responding PSP,2025-08-21,,
GERMANY,Bankhaus Ellwanger & Geiger AG,Boersenplatz  1,Stuttgart,ELGEDES1XXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Bankhaus Gebr. Martin AG,Kirchstrasse 35,Goeppingen,MARBDE6GXXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Bankhaus Ludwig Sperrer KG,Marienplatz 5-6,Freising,BHLSDEM1XXX,Ready for operations,Requesting PSP;Responding PSP,2025-08-21,,
GERMANY,Bankhaus Max Flessa KG,Luitpoldstrasse 2-6,Schweinfurt,FLESDEMMXXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Bankhaus Rautenschlein AG,Hoetensleber Str. 49,Schoeningen,GENODEF1RTS,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Bankhaus RSA eG,Hauptstr. 8,Rechtmehring,GENODEF1RME,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,BAUSPARKASSE MAINZ AG,KANTSTRASSE 1,MAINZ,BKMZDE51XXX,Ready for operations,Requesting PSP;Responding PSP,2025-08-05,,
GERMANY,Bayerische Landesbank (BayernLB),Brienner Str. 18,Muenchen,BYLADEMMXXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,BBBank eG,Herrenstr 2-10,Karlsruhe,GENODE61BBB,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Bensberger Bank eG,Schlossstr 82,Bergisch Gladbach,GENODED1BGL,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Berliner Sparkasse Niederlassung der Landesbank Berlin AG,Alexanderplatz 2,Berlin,BELADEBEXXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Berliner Volksbank eG,Bundesallee 206,Berlin,BEVODEBBXXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Bernhauser Bank eG,Bernhaeuser Hauptstr. 14,Filderstadt,GENODES1BBF,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Bezirkssparkasse Reichenau,Abt-Berno-strasse 1,Reichenau,SOLADES1REN,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Bopfinger Bank Sechta-Ries eG,Hauptstr 1,Bopfingen,GENODES1BPF,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Bordesholmer Sparkasse AG,Bahnhofstrasse 43-47,Bordesholm,NOLADE21BOR,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Brandenburger Bank Volksbank-Raiffeisenbank eG,Am Hafen 1,Brandenburg,GENODEF1BRB,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Bremische Volksbank Weser-Wümme eG,Domsheide 14,Bremen,GENODEF1HB1,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Bruehler Bank eG,Tiergartenstr 1-7,Bruehl,GENODED1BRL,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Budenheimer Volksbank eG,Luisenstr 7,Budenheim,GENODE51BUD,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,BUHL-DATA-SERVICE GmbH,Am Siebertsweiher 3/5,Neunkirchen,BDSGDE32XXX,Ready for operations,Requesting PSP,2025-08-04,,
GERMANY,C24 Bank GmbH,Neue Mainzer Str. 14-18,Frankfurt am Main,DEFFDEFFXXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,"China Construction Bank Corporation, Niederlassung Frankfurt",Bockenheimer Landstrasse 75,Frankfurt/Main,PCBCDEFFXXX,Pending EDS registration,Requesting PSP;Responding PSP,2025-07-07,,
GERMANY,Commerzbank AG,Kaiserstrasse 16 (Kaiserplatz),Frankfurt/Main,COBADEFFXXX,Ready for operations,Requesting PSP;Responding PSP,2025-08-04,,
GERMANY,Cronbank AG,Frankfurter strasse 155,Dreieich (bei Ffm),GENODE51CRO,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,CVW-Privatbank AG,Hauptstrasse 14,Wilhermsdorf,GENODEF1WHD,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Dettinger Bank eG Volks- und Raiffeisenbank,Karlstr 74,Dettingen,GENODES1DBE,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Deutsche Apotheker- und Ärztebank eG - apoBank,Richard-Oskar-Mattern-Str.6,Duesseldorf,DAAEDEDDXXX,Ready for operations,Requesting PSP;Responding PSP,2025-08-05,,
GERMANY,DEUTSCHE BANK AG,Theodor-Heuss-Allee 70,FRANKFURT AM MAIN,DEUTDEFFXXX,Ready for operations,Requesting PSP;Responding PSP,2025-10-09,,
GERMANY,DEUTSCHE BANK EUROPE GMBH,Taunusanlage 12,FRANKFURT AM MAIN,DEUTDE5XXXX,Ready for operations,Requesting PSP;Responding PSP,2025-10-09,,
GERMANY,DEUTSCHE BUNDESBANK,"14, WILHELM EPSTEIN STRASSE",FRANKFURT AM MAIN,MARKDEFFXXX,Ready for operations,Requesting PSP;Responding PSP,2025-08-08,,
GERMANY,DEUTSCHE KREDIT BANK A.G.,Taubenstr. 7-9,BERLIN,BYLADEM1001,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Die Sparkasse Bremen,Postfach 107880,Bremen,SBREDE22XXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Dithmarscher Volks- und Raiffeisenbank eG,Markt 24-25,Heide,GENODEF1DVR,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,DKM Darlehnskasse Muenster eG,Breul 26,Muenster,GENODEM1DKM,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,DONAU-ILLER BANK EG,Pfisterstrasse 20,Ehingen,GENODES1EHI,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,DONNER & REUSCHEL Aktiengesellschaft,Ballindamm 27,Hamburg,CHDBDEHHXXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Dortmunder Volksbank eG,Betenstr. 10,Dortmund,GENODEM1DOR,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,DZ BANK AG Deutsche Zentral-Genossenschaftsbank,Platz der Republik,Frankfurt am Main,GENODEFFXXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Echterdinger Bank eG,Hauptstr 48,Leinfelden-Echterdingen,GENODES1ECH,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Eckernfoerder Bank eG Volksbank-Raiffeisenbank,Kieler Str. 39-43,Eckernfoerde,GENODEF1EFO,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,EDEKABANK AG,New-York-Ring 6,Hamburg,EDEKDEHHXXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Emsländische Volksbank eG,Lookenstrasse 18-20,Lingen,GENODEF1LIG,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Erzgebirgssparkasse,Grosse Kirchgasse 18,Annaberg-Buchholz,WELADED1STB,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,ETRIS BANK GMBH,DIESELSTR. 45,WUPPERTAL,ETRIDE31XXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Europaeisch-Iranische Handelsbank AG,Depenau 2,Hamburg,EIHBDE21XXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,EVANGELISCHE BANK EG,Seidlerstr 6,Kassel,GENODEF1EK1,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Evenord Bank eG-KG,Schlachthofstr 12,Nuernberg,GENODEF1N03,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,FIB Frankfurt International Bank AG,Wilhelm-Leuschner-Str. 27,Frankfurt am Main,EFIBDEFFXXX,Ready for operations,Requesting PSP;Responding PSP,2025-08-05,,
GERMANY,FIL FONDSBANK GMBH,Kastanienhoehe 1,Kronberg im Taunus,FFBKDEFFXXX,Ready for operations,Requesting PSP;Responding PSP,2025-08-05,,
GERMANY,flatexDEGIRO Bank AG,Omniturm / Grosse Gallusstrasse 16-18,Frankfurt,BIWBDE33XXX,Ready for operations,Requesting PSP;Responding PSP,2025-10-09,,
GERMANY,FNZ Bank SE,Bahnhofstrasse 20,Aschheim,EBSGDEMXXXX,Ready for operations,Requesting PSP;Responding PSP,2025-07-18,,
GERMANY,Foerde Sparkasse,Lorentzendamm 28-30,Kiel,NOLADE21KIE,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Frankfurter Bankgesellschaft (Deutschland) AG,Junghofstrasse 26,Frankfurt/Main,FBGADEF1XXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Frankfurter Sparkasse,Neue Mainzer strasse 47-53,Frankfurt/M.,HELADEF1822,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Frankfurter Volksbank Rhein/Main eG,Boersenstrasse 7-11,Frankfurt,FFVBDEFFXXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Freikirchen.Bank eG,Friedberger Str 101,Bad Homburg,GENODE51BH2,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Freisinger Bank eG Volksbank-Raiffeisenbank,Untere Hauptstr 34,Freising,GENODEF1FSR,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Fuerst Fugger Privatbank AG,Maximilianstrasse 38,Augsburg,FUBKDE71XXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Fuerstlich Castellsche Bank,Marktplatz 1,Wuerzburg,FUCEDE77XXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Gabler-Saliter Bankgeschaeft AG,Marktplatz 10,Oberguenzburg,GABLDE71XXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,GENO BANK ESSEN eG,Am Waldthausenpark 4,Essen,GENODEM1GBE,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,GenoBank DonauWald eG,Raiffeisenstrasse 1,Viechtach,GENODEF1DGV,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Genossenschaftsbank eG Muenchen,Bergsonstr 184,Muenchen,GENODEF1M07,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Genossenschaftsbank Unterallgaeu eG Raiffeisen Volksbank,Krumbacher Str 11,Mindelheim,GENODEF1MIR,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Genossenschaftsbank Weil im Schoenbuch eG,Hauptstr. 38,Weil im Schoenbuch,GENODES1GWS,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Gladbacher Bank AG von 1922,Bismarckstr 50-52,Moenchengladbach,GENODED1GBM,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,GLS Gemeinschaftsbank eG,Christstr. 9,Bochum,GENODEM1GLS,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,GOLDMAN SACHS BANK EUROPE SE,"Marienturm, Taunusanlage 9-10",Frankfurt,GOLDDEFBXXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Grafschafter Volksbank eG,Bahnhofstrasse 23,Nordhorn,GENODEF1NEV,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,GRENKE BANK AG,Neuer Markt 2,Baden-Baden,GREBDEH1XXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Hagnauer Volksbank eG,Dr.-Zimmermann-Str. 14,Hagnau,GENODE61HAG,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Hamburg Commercial Bank AG,Gerhart Hauptmann Platz 50,Hamburg,HSHNDEHHXXX,Ready for operations,Requesting PSP;Responding PSP,2025-06-25,,
GERMANY,Hamburger Sparkasse AG,Ecke Adolphsplatz/Gr. Burstah,Hamburg,HASPDEHHXXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Hamburger Volksbank eG,Hammerbrookstrasse 63-65,Hamburg,GENODEF1HH2,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Hannoversche Volksbank eG,Kurt-Schumacher-Str 19,Hannover,VOHADE2HXXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Hanseatic Bank GmbH & Co KG,Bramfelder Chaussee 101,Hamburg,HSTBDEHHXXX,Ready for operations,Requesting PSP;Responding PSP,2025-07-18,,
GERMANY,HARZER VOLKSBANK EG,Gustav-Petri-Strasse 6,Wernigerode,GENODEF1QLB,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Harzsparkasse,Gustav-Petri-Str. 8,Wernigerode,NOLADE21HRZ,Pending EDS registration,Requesting PSP;Responding PSP,,,
GERMANY,Hauck Aufhaeuser Lampe Privatbank AG,Kaiserstrasse 24,Frankfurt/Main,HAUKDEFFXXX,Ready for operations,Requesting PSP;Responding PSP,2025-07-23,,
