Country,ParticipantName,Address,City,BIC,Status,Role,Readiness Date,Scheme Leaving Date,Scheme Options
ITALY,BANCA PER IL TRENTINO ALTO ADIGE – BANK FUER TRENTINO-SUEDTIROL – Credito Cooperativo Italiano Societa Cooperativa,via Belenzani 4,Trento,CCRTIT2T76A,Ready for operations,Requesting PSP;Responding PSP,2025-08-28,,
ITALY,BANCA POPOLARE DEL CASSINATE S.C.P.A.,PIAZZA ARMANDO DIAZ 14,CASSINO,POCAIT3CXXX,Ready for operations,Requesting PSP;Responding PSP,2025-08-28,,
ITALY,BANCA POPOLARE DEL FRUSINATE SOCIETA' COOPERATIVA PER AZIONI,PIAZZALE DE MATTHAEIS 55,FROSINONE,BPFRIT3FXXX,Ready for operations,Requesting PSP;Responding PSP,2025-07-29,,
ITALY,Banca Popolare del Lazio,"Via Martiri delle Fosse Ardeatine, 9",VELLETRI (RM),BPLZIT3VXXX,Ready for operations,Requesting PSP;Responding PSP,2025-07-29,,
ITALY,Banca Popolare dell'Alto Adige S.p.A. (Suedtiroler Volksbank AG),"Via del Macello, 55",Bolzano,BPAAIT2BXXX,Ready for operations,Requesting PSP;Responding PSP,2025-07-04,,
ITALY,BANCA POPOLARE DELLE PROVINCE MOLISANE S.C.P.A. A R.L.,via Insorti d'Ungheria n. 30,CAMPOBASSO,PPMSIT31XXX,Ready for operations,Requesting PSP;Responding PSP,2025-08-28,,
ITALY,BANCA POPOLARE DI BARI Soc. coop. p.a.,"Corso Cavour, 19",BARI,BPBAIT3BXXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
ITALY,Banca Popolare di Cortona ScPA,"Via Guelfa, 4 Cortona",Arezzo,POCSIT31XXX,Ready for operations,Requesting PSP;Responding PSP,2025-08-28,,
ITALY,BANCA POPOLARE DI FONDI,"Via Appia Km. 118, 600",FONDI,POFOIT3FXXX,Ready for operations,Requesting PSP;Responding PSP,2025-07-29,,
ITALY,BANCA POPOLARE di LAJATICO S.C.p.A.,"Via Guelfi, 2",LAJATICO,BLJAIT3LXXX,Ready for operations,Requesting PSP;Responding PSP,2025-08-28,,
ITALY,BANCA POPOLARE DI PUGLIA E BASILICATA s.c.p.a.,"Via Ottavio Serena, 13",Altamura (BA),BPDMIT3BXXX,Ready for operations,Requesting PSP;Responding PSP,2025-07-29,,
ITALY,BANCA POPOLARE DI SONDRIO SPA,"PIAZZA GARIBALDI, 16",SO,POSOIT22XXX,Ready for operations,Requesting PSP;Responding PSP,2025-08-28,,
ITALY,Banca Popolare Etica Scpa,"via N. Tommaseo, 7",Padova,ETICIT22XXX,Ready for operations,Requesting PSP;Responding PSP,2025-10-09,,
ITALY,BANCA POPOLARE PUGLIESE SCPA,"VIA PROV.LE PER MATINO, 5",PARABITA,BPPUIT33XXX,Ready for operations,Requesting PSP;Responding PSP,2025-07-29,,
ITALY,Banca Popolare Vesuviana,Via Roberto Bracco 31,Napoli,POVEIT33XXX,Ready for operations,Requesting PSP;Responding PSP,2025-08-28,,
ITALY,BANCA PREALPI SANBIAGIO CREDITO COOPERATIVO,"Via Roma, 57",TARZO,CCRTIT2TPRE,Ready for operations,Requesting PSP;Responding PSP,2025-08-28,,
ITALY,Banca Privata Leasing S.p.A.,Via P. Castaldi da Feltre 1/A,San Maurizio - Reggio Emilia,PRLEIT23XXX,Ready for operations,Requesting PSP;Responding PSP,2025-07-29,,
ITALY,BANCA PROFILO SPA,Via Cerva 28,MILANO,PROFITMMXXX,Ready for operations,Requesting PSP;Responding PSP,2025-08-21,,
ITALY,Banca Progetto,"Piazza Armando DIAZ , 1",MILANO,BPTTITMMXXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
ITALY,BANCA PROMOS SPA,VIALE GRAMSCI 19,NAPOLI,PROSITNNXXX,Ready for operations,Requesting PSP;Responding PSP,2025-08-28,,
ITALY,BANCA REALE S.p.A,Corso Giuseppe Siccardi 13,TORINO,BRTOITTTXXX,Ready for operations,Requesting PSP;Responding PSP,2025-10-09,,
ITALY,BANCA SAN FRANCESCO CREDITO COOPERATIVO SOCIETA' COOPERATIVA,VIALE REGINA MARGHERITA N. 63/65,CANICATTI' (AG),ICRAITRRQX0,Ready for operations,Requesting PSP;Responding PSP,2025-07-18,,
ITALY,BANCA SANTA GIULIA S.P.A.,VIA QUARTIERI N. 39,CHIARI,SGIUIT21XXX,Ready for operations,Requesting PSP;Responding PSP,2025-08-28,,
ITALY,Banca Sella Holding S.p.A.,"via Italia, 2",BIELLA (BI),SELBIT22XXX,Ready for operations,Requesting PSP;Responding PSP,2025-10-09,,
ITALY,Banca Sella S.p.A.,"via Italia, 2",BIELLA (BI),SELBIT2BXXX,Ready for operations,Requesting PSP;Responding PSP,2025-10-09,,
ITALY,BANCA SIMETICA SPA,"VIA C. CROSA, 3C",BIELLA,SMSIIT21XXX,Ready for operations,Requesting PSP;Responding PSP,2025-10-09,,
ITALY,BANCA SISTEMA SPA,"Largo Augusto 1/a, ang. Via Verziere 13",MILANO,BSISITMMXXX,Ready for operations,Requesting PSP;Responding PSP,2025-07-29,,
ITALY,BANCA STABIESE S.p.A.,VIA ETTORE TITO N.1,CASTELLAMMARE DI STABIA,STAIIT31XXX,Pending EDS registration,Requesting PSP;Responding PSP,2025-07-07,,
ITALY,BANCA TERRITORI DEL MONVISO CREDITO COOPERATIVO DI CASALGRASSO E SANT'ALBANO STURA SOCIETA COOPERATIVA,VIA F. VALLAURI 24,SANT'ALBANO STURA,CCRTIT2TCSS,Ready for operations,Requesting PSP;Responding PSP,2025-08-28,,
ITALY,Banca UBAE,"Via Quintino Sella, 2",ROMA,UBAIITRRXXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
ITALY,BANCA VALSABBINA SCPA,VIA MOLINO 4,VESTONE,BCVAIT2VXXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
ITALY,BANCA VERONESE CREDITO COOPERATIVO DI CONCAMARISE,VIA CAPITELLO 36,CONCAMARISE (VR),ICRAITRR8Y0,Ready for operations,Requesting PSP;Responding PSP,2025-07-18,,
ITALY,Banca Versilia Lunigiana e Carfagnana Credito Cooperativo,"Via Mazzini, 80",PIETRASANTA,ICRAITRRK60,Ready for operations,Requesting PSP;Responding PSP,2025-07-18,,
ITALY,Banco BPM S.p.A.,Piazza F. Meda 4,Milano,BAPPIT22XXX,Ready for operations,Requesting PSP;Responding PSP,2025-10-09,,
ITALY,Banco di Credito P. Azzoaglio,"Via Doria, 17",CEVA,AZZBITT3XXX,Ready for operations,Requesting PSP;Responding PSP,2025-08-21,,
ITALY,BANCO DI DESIO E DELLA BRIANZA SPA,via ROVAGNATI 1,DESIO (MB),BDBDIT22XXX,Ready for operations,Requesting PSP;Responding PSP,2025-08-08,,
ITALY,BANCO DI LUCCA E DEL TIRRENO,Viale Agostino Marti 443,Lucca - LU,BLUCIT31XXX,Ready for operations,Requesting PSP;Responding PSP,2025-07-29,,
ITALY,Banco di Sardegna,"Viale Bonaria, 33     09125",Cagliari,SARDIT31XXX,Ready for operations,Requesting PSP;Responding PSP,2025-08-28,,
ITALY,Banco Fiorentino Mugello Impruneta Signa Credito Cooperativo,VIA VILLANI 13,FIRENZUOLA,ICRAITRR910,Ready for operations,Requesting PSP;Responding PSP,2025-07-18,,
ITALY,Banco Marchigiano Credito Cooperativo,"Viale Matteotti, 8",Civitanova Marche,CCRTIT2TCIV,Ready for operations,Requesting PSP;Responding PSP,2025-08-28,,
ITALY,Bank of China Ltd Milan Branch,Via Santa Margherita 14/16,Milan,BKCHITMMXXX,Ready for operations,Requesting PSP;Responding PSP,2025-09-14,,
ITALY,BANK OF TOKYO-MITSUBISHI UFJ Ltd Milano Branch,"Via Turati, 9",MILANO,BOTKITMXXXX,Ready for operations,Requesting PSP;Responding PSP,2025-10-05,,
ITALY,Bcc Abruzzese Cappelle sul Tavo,Via Umberto I° n. 78/80,Cappelle sul Tavo (PE),ICRAITRRC20,Ready for operations,Requesting PSP;Responding PSP,2025-07-18,,
ITALY,BCC Agrigentino Società Cooperativa,Viale Leonardo Sciascia 158,AGRIGENTO,ICRAITRRUS0,Ready for operations,Requesting PSP;Responding PSP,2025-07-18,,
ITALY,BCC Agrobresciano - Società Cooperativa,Piazza Roma 17,Ghedi (Bs),ICRAITRRFZ0,Ready for operations,Requesting PSP;Responding PSP,2025-07-18,,
ITALY,BCC BASILICATA CREDITO COOPERATIVO DI LAURENZANA E COMUNI LUCANI,VIA S.S.92 N.50,LAURENZANA,ICRAITRRGL0,Ready for operations,Requesting PSP;Responding PSP,2025-07-18,,
ITALY,BCC CALABRIA NORD,"VIA ROMA, 153/155",VERBICARO,CCRTIT2TATC,Ready for operations,Requesting PSP;Responding PSP,2025-08-28,,
ITALY,BCC DEL GARDA,Via Trieste 62,Montichiari (BS),ICRAITRRIS0,Ready for operations,Requesting PSP;Responding PSP,2025-07-18,,
ITALY,BCC DELLA PROVINCIA ROMANA,via Dante Alighieri 25,Riano,ICRAITRRLV0,Ready for operations,Requesting PSP;Responding PSP,2025-07-18,,
ITALY,BCC DI AVETRANA,VIA ROMA N. 109,AVETRANA,ICRAITRR9U0,Ready for operations,Requesting PSP;Responding PSP,2025-07-18,,
ITALY,BCC DI CANOSA LOCONIA,VIA B.SPAVENTA 4,CANOSA DI PUGLIA,ICRAITRRGU0,Ready for operations,Requesting PSP;Responding PSP,2025-07-18,,
ITALY,BCC DI CAPACCIO PAESTUM E SERINO,VIA MAGNA GRAECIA 345,CAPACCIO SCALO,ICRAITRRBZ0,Ready for operations,Requesting PSP;Responding PSP,2025-07-18,,
ITALY,BCC DI CASTIGLIONE MESSER RAIMONDO E PIANELLA,Viale Umberto 1,Castiglione M.R.,ICRAITRRD50,Ready for operations,Requesting PSP;Responding PSP,2025-07-18,,
ITALY,BCC DI PACHINO,VIA UNITA' 5,PACHINO,ICRAITRRJT0,Ready for operations,Requesting PSP;Responding PSP,2025-07-18,,
ITALY,BCC Felsinea - Banca di Credito Cooperativo dal 1902 - Societa Cooperativa,Via Centrale 13,San Benedetto del Querceto - Monterenzio (BO),CCRTIT2TFEL,Ready for operations,Requesting PSP;Responding PSP,2025-08-28,,
ITALY,BCC FINANCING,Via Aquileia 1,UDINE,MFVGIT21XXX,Ready for operations,Requesting PSP;Responding PSP,2025-07-18,,
ITALY,BCC FLUMERI soc. coop.,VIA OLIVIERI,Flumeri,CCRTIT2TFLU,Ready for operations,Requesting PSP;Responding PSP,2025-08-28,,
ITALY,BCC LEASING,"VIA LUCREZIA ROMANA,  41/47",ROMA,ICRAITRRTFD,Ready for operations,Requesting PSP;Responding PSP,2025-07-18,,
ITALY,BCC RECANATI E COLMURANO,PIAZZA G. LEOPARDI,RECANATI,ICRAITRRL90,Ready for operations,Requesting PSP;Responding PSP,2025-07-18,,
ITALY,BCC Veneta Credito Cooperativo – Societa Cooperativa,"Via Perlena, n. 78",Fara Vicentino,ICRAITRRBSG,Ready for operations,Requesting PSP;Responding PSP,2025-07-18,,
ITALY,BCC VENEZIA GIULIA,"PIAZZA DELLA REPUBBLICA, 9",STARANZANO,ICRAITRROD0,Ready for operations,Requesting PSP;Responding PSP,2025-07-18,,
ITALY,BENE BANCA Credito Cooperativo di Bene Vagienna s.c.,"Piazza Botero, 7",Bene Vagienna (CN),CCRTIT2TBEN,Ready for operations,Requesting PSP;Responding PSP,2025-08-28,,
ITALY,BFF Bank S.p.A.,"Viale Lodovico Scarampo, 15",Milan,CIPBITMMXXX,Ready for operations,Requesting PSP;Responding PSP,2025-08-21,,
ITALY,Bibanca S.p.A.,"Viale Mancini,2",Sassari,BPSAIT31XXX,Ready for operations,Requesting PSP;Responding PSP,2025-08-28,,
ITALY,BLU BANCA S.p.A.,"Viale del Caravaggio, 39",Rome,SVTUIT21XXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
ITALY,BPER Banca S.p.A.,Via San Carlo 8/20,Modena,BPMOIT22XXX,Ready for operations,Requesting PSP;Responding PSP,2025-08-28,,
ITALY,Buffetti Finance S.p.A.,Via Filippo Caruso 23,Rome,SEPFIT31XXX,Ready for operations,Requesting PSP;Responding PSP,2025-08-28,,
ITALY,CA Auto Bank S.p.A.,Corso Orbassano 367,Turin,FCAAIT2TXXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
ITALY,CASSA CENTRALE BANCA - CREDITO COOPERATIVO ITALIANO SPA,"VIA SEGANTINI, 5",TRENTO,CCRTIT2TXXX,Ready for operations,Requesting PSP;Responding PSP,2025-08-28,,
ITALY,CASSA DI RISPARMIO DI ASTI SPA,"PIAZZA LIBERTA,  23",ASTI,CASRIT22XXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
ITALY,CASSA DI RISPARMIO DI BOLZANO S.P.A. SueDTIROLER SPARKASSE AG,"VIA CASSA DI RISPARMIO, 12/B",BOLZANO,CRBZIT2BXXX,Ready for operations,Requesting PSP;Responding PSP,2025-10-09,,
ITALY,Cassa di Risparmio di Fermo Spa,"Via Don E.Ricci,1",Fermo,CRFEIT3FXXX,Ready for operations,Requesting PSP;Responding PSP,2025-08-21,,
ITALY,CASSA DI RISPARMIO DI FOSSANO SPA,VIA ROMA 122,FOSSANO,CRIFIT2FXXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
ITALY,Cassa di Risparmio di Orvieto S.p.A.,"Piazza della Repubblica, 21",Orvieto,BPBAITR1XXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
ITALY,CASSA DI RISPARMIO DI VOLTERRA SPA,PIAZZA DEI PRIORI 16,VOLTERRA,CRVOIT3VXXX,Ready for operations,Requesting PSP;Responding PSP,2025-10-05,,
ITALY,CASSA DI SOVVENZIONI E RISPARMIO FRA IL PERSONALE DELLA BANCA D'ITALIA,VIA CAVOUR 71,ROMA,CSRFITR1XXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
ITALY,CASSA LOMBARDA SPA,VIA ALESSANDRO MANZONI 12/14,MILANO,LOMCITMMXXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
ITALY,CASSA PADANA Banca di Credito Cooperativo - Societa Cooperativa,via Garibaldi n. 25,LENO,CCRTIT2TPAD,Ready for operations,Requesting PSP;Responding PSP,2025-08-28,,
ITALY,CASSA RAIFFEISEN BASSA ATESINA,VIA B. FRANKLIN 6,LAIVES,RZSBIT21317,Ready for operations,Requesting PSP;Responding PSP,2025-08-10,,
ITALY,CASSA RAIFFEISEN DELLA VALLE ISARCO RAIFFEISENKASSE EISACKTAL,Großer Graben 12,Brixen,RZSBIT21007,Ready for operations,Requesting PSP;Responding PSP,2025-07-18,,
ITALY,Cassa Raiffeisen di Dobbiaco,Via C. Kuenigl 1,Dobbiaco,RZSBIT21238,Ready for operations,Requesting PSP;Responding PSP,2025-07-11,,
ITALY,CASSA RAIFFEISEN DI MERANO,Via Principale 40,MERANO,RZSBIT21019,Ready for operations,Requesting PSP;Responding PSP,2025-07-18,,
ITALY,CASSA RAIFFEISEN DI SAN MARTINO IN PASSIRIA SOCIETA COOPERATIVA,VIA GIOVO 7,SAN MARTINO IN PASSIRIA,CCRTIT2TSMP,Ready for operations,Requesting PSP;Responding PSP,2025-08-28,,
ITALY,Cassa Raiffeisen di Villabassa Soc.coop.,Via Hans Wassermann 4,Villabassa,RZSBIT21023,Ready for operations,Requesting PSP;Responding PSP,2025-07-18,,
ITALY,Cassa Raiffeisen Etschtal Societa cooperativa,Dr.-Weiser-Platz 9,Terlan,RZSBIT21042,Ready for operations,Requesting PSP;Responding PSP,2025-07-18,,
ITALY,Cassa Raiffeisen Oltradige,"Piazza Municipio, 13",Appiano,RZSBIT21048,Ready for operations,Requesting PSP;Responding PSP,2025-07-18,,
ITALY,Cassa Raiffeisen Prato-Tubre,Via Croce 8,Prato allo Stelvio,RZSBIT21027,Ready for operations,Requesting PSP;Responding PSP,2025-07-18,,
ITALY,Cassa Raiffeisen Ultimo-S.Pancrazio-Lauregno Soc.coop.,Via Principale 118,Ultimo - Fraz. S.Valburga,RZSBIT21039,Ready for operations,Requesting PSP;Responding PSP,2025-07-18,,
ITALY,Cassa Raiffeisen Val Badia,"Str. Col Alt, 16",Corvara,RZSBIT21008,Ready for operations,Requesting PSP;Responding PSP,2025-07-11,,
ITALY,CASSA RAIFFEISEN/ RAIFFEISENKASSE SCHLERN-ROSENGARTEN,Zona Produttiva Cardano 1,Cornedo all'Isarco,RZSBIT21510,Ready for operations,Requesting PSP;Responding PSP,2025-08-03,,
ITALY,Cassa Rurale Alta Valsugana Banca di Credito Cooperativo Societa Cooperativa,"PIAZZA GAVAZZI, 5",PERGINE VALSUGANA,CCRTIT2T47A,Ready for operations,Requesting PSP;Responding PSP,2025-08-28,,
ITALY,CASSA RURALE ALTO GARDA - ROVERETO,VIA DELLE MAGNOLIE 1,Arco,CCRTIT2T04A,Ready for operations,Requesting PSP;Responding PSP,2025-08-28,,
ITALY,CASSA RURALE ARTIGIANA DI BINASCO - CREDITO COOPERATIVO S.C.,VIA TURATI 2,BINASCO,ICRAITRRAQ0,Ready for operations,Requesting PSP;Responding PSP,2025-07-18,,
ITALY,CASSA RURALE DI LEDRO b.c.c.,"Viale Chiassi, 17",Ledro (TN),CCRTIT2T06A,Ready for operations,Requesting PSP;Responding PSP,2025-08-28,,
ITALY,Cassa Rurale ed Artigiana di Borgo San Giacomo (Brescia) Credito Cooperativo,"Via Petrobelli, 11/13",BORGO SAN GIACOMO,CCRTIT2TBSG,Ready for operations,Requesting PSP;Responding PSP,2025-08-28,,
ITALY,CASSA RURALE ED ARTIGIANA DI BOVES BCC,PIAZZA ITALIA 44,BOVES,CCRTIT2TBOV,Ready for operations,Requesting PSP;Responding PSP,2025-08-28,,
ITALY,Cassa Rurale ed Artigiana di Cantù Banca di Credito Cooperativo Soc. Coop.,Corso Unità d'Italia 11,Cantù (Como),ICRAITRRCNT,Ready for operations,Requesting PSP;Responding PSP,2025-07-18,,
ITALY,Cassa Rurale ed Artigiana di Castellana Grotte - Credito Cooperativo S.C.,"VIA ROMA, 56",CASTELLANA GROTTE,ICRAITRRD10,Ready for operations,Requesting PSP;Responding PSP,2025-07-18,,
ITALY,CASSA RURALE ED ARTIGIANA DI RIVAROLO MANTOVANO (MANTOVA) CREDITO COOPERATIVO,Via Mazzini n.33,Rivarolo Mantovano,ICRAITRRLE0,Ready for operations,Requesting PSP;Responding PSP,2025-07-18,,
ITALY,Cassa Rurale Renon,"Via del Paese, 7",Renon,CCRTIT2TRIT,Ready for operations,Requesting PSP;Responding PSP,2025-08-28,,
ITALY,Cassa Rurale Val di Fiemme,VIA GARIBALDI 10,PREDAZZO,CCRTIT2T50A,Ready for operations,Requesting PSP;Responding PSP,2025-08-28,,
ITALY,Cassa Rurale Val di Non - Rotaliana e Giovo – Banca di Credito Cooperativo,"Piazza Liberazione, 20",Tuenno,CCRTIT2T73A,Ready for operations,Requesting PSP;Responding PSP,2025-08-28,,
ITALY,CASSA RURALE VAL DI SOLE,"via 4 Novembre, 36",Male,CCRTIT2T43A,Ready for operations,Requesting PSP;Responding PSP,2025-08-28,,
ITALY,Cassa Rurale Vallagarina BCC Societa Cooperativa,VIA GIANFRANCESCO MALFATTI 2,ALA (TN),CCRTIT2T01A,Ready for operations,Requesting PSP;Responding PSP,2025-08-28,,
ITALY,CASSA RURALE VALSUGANA E TESINO,VIA V. EMANUELE 144,GRIGNO,CCRTIT2T27A,Ready for operations,Requesting PSP;Responding PSP,2025-08-28,,
ITALY,CASTAGNETO BANCA 1910 CREDITO COOPERATIVO SOCIETA' COOPERATIVA,Via vittorio emanuele 44,CASTAGNETO CARDUCCI,CCRTIT2TCAS,Ready for operations,Requesting PSP;Responding PSP,2025-08-28,,
ITALY,CCN Servizi di Pagamento S.p.A.,Via J.F.Kennedy 5,Campegine,CCRGIT21XXX,Ready for operations,Requesting PSP;Responding PSP,2025-10-09,,
ITALY,CentroMarca Banca - Credito Cooperativo di Treviso e Venezia Società Cooperativa per Azioni,"Via Riccardo Selvatico, 2",Treviso,ICRAITRRKT0,Ready for operations,Requesting PSP;Responding PSP,2025-07-18,,
ITALY,CGN Fintech S.r.l.,Via P. Bassani 4,Pordenone,CGFNIT22XXX,Pending EDS registration,Requesting PSP,,,
ITALY,Cherry Bank S.p.A.,Via San Marco 11,PADOVA,TRVEIT2PXXX,Ready for operations,Requesting PSP;Responding PSP,2025-08-08,,
ITALY,Chianti Banca - Credito Cooperativo - Soc. Coop.,"Via Cassia Nord, 2-4-6",MONTERIGGIONI,ICRAITRRIP0,Ready for operations,Requesting PSP;Responding PSP,2025-07-18,,
ITALY,CORTINABANCA CREDITO COOPERATIVO SOCIETA COOPERATIVA,CORSO ITALIA 80,CORTINA D'AMPEZZO,CCRTIT2T95A,Ready for operations,Requesting PSP;Responding PSP,2025-08-28,,
ITALY,Credem Euromobiliare Private Banking,Via Emilia San Pietro 4,Reggio Emilia,EUBAITM1XXX,Ready for operations,Requesting PSP;Responding PSP,2025-08-28,,
ITALY,Crédit Agricole Italia S.p.A.,Via Università n.1,Parma,CRPPIT2PXXX,Ready for operations,Requesting PSP;Responding PSP,2025-08-28,,
ITALY,Credito Cooperativo - C.r.a. di Paliano,Viale Umberto I 53,Paliano,ICRAITRRJX0,Ready for operations,Requesting PSP;Responding PSP,2025-07-18,,
ITALY,Credito Cooperativo - Cassa Rurale e Artigiana del Friuli Venezia Giulia - Società cooperativa,Via Visini n.2,Gorizia,CCRTIT2T96A,Ready for operations,Requesting PSP;Responding PSP,2025-08-28,,
ITALY,Credito Cooperativo Cassa Rurale ed Artigiana di Erchie BR,"Via Roma, 89",ERCHIE,ICRAITRREX0,Ready for operations,Requesting PSP;Responding PSP,2025-07-18,,
ITALY,CREDITO COOPERATIVO CENTRO CALABRIA,"VIA FLAMINIA, 1",CROPANI (CZ),CCRTIT2TCAL,Ready for operations,Requesting PSP;Responding PSP,2025-08-28,,
ITALY,CREDITO COOPERATIVO DI BRESCIA,"VIA REVERBERI, 1 ANG. VIA OBERDAN",BRESCIA,CCRTIT2TH00,Ready for operations,Requesting PSP;Responding PSP,2025-08-28,,
ITALY,CREDITO COOPERATIVO DI CARAVAGGIO ADDA E CREMASCO CASSA RURALE SOCIETA COOPERATIVA,Via Bernardo da Caravaggio snc,Caravaggio,ICRAITRRC90,Ready for operations,Requesting PSP;Responding PSP,2025-07-18,,
ITALY,CREDITO COOPERATIVO FRIULI SC,"VIA GIOVANNI PAOLO II, 27",UDINE,ICRAITRRU50,Ready for operations,Requesting PSP;Responding PSP,2025-07-18,,
ITALY,Credito Cooperativo MEDIOCRATI,Via Vittorio Alfieri,Rende (CS),ICRAITRRTI0,Ready for operations,Requesting PSP;Responding PSP,2025-07-18,,
ITALY,Credito Cooperativo Ravennate forlivese e Imolese Soc. Coop.,Piazza della Liberta 14,Faenza,ICRAITRRF20,Ready for operations,Requesting PSP;Responding PSP,2025-07-18,,
ITALY,CREDITO COOPERATIVO ROMAGNOLO BCC DI CESENA E GATTEO,Viale Giovanni Bovio 76,CESENA,ICRAITRRTQ0,Ready for operations,Requesting PSP;Responding PSP,2025-07-18,,
ITALY,Credito Cooperativo Valdarno Fiorentino Banca di Cascia s.c.,Via J. F. Kennedy n.1,Reggello (FI),ICRAITRRCP0,Ready for operations,Requesting PSP;Responding PSP,2025-07-18,,
ITALY,CREDITO EMILIANO S.p.A.,"Via Emilia San Pietro, 4",Reggio Emilia,BACRIT22XXX,Ready for operations,Requesting PSP;Responding PSP,2025-08-28,,
ITALY,CREDITO LOMBARDO VENETO SPA,Via Orzinuovi 75,BRESCIA,CRLVIT21XXX,Ready for operations,Requesting PSP;Responding PSP,2025-08-28,,
ITALY,Credito Padano BCC S.C.,VIA DANTE 213,CREMONA,ICRAITRRCM0,Ready for operations,Requesting PSP;Responding PSP,2025-07-18,,
ITALY,DEUTSCHE BANK S.P.A.,PIAZZA DEL CALENDARIO 3,MILANO,DEUTITMMXXX,Ready for operations,Requesting PSP;Responding PSP,2025-10-09,,
ITALY,EMIL BANCA - CREDITO COOPERATIVO - SOCIETA COOPERATIVA,VIA MAZZINI 152,BOLOGNA,ICRAITRRTS0,Ready for operations,Requesting PSP;Responding PSP,2025-07-18,,
ITALY,Ersel Banca Privata S.p.A,Piazza Solferino 11,Torino,ALSSITM2XXX,Ready for operations,Requesting PSP;Responding PSP,2025-07-29,,
ITALY,EXTRABANCA SPA,"VIA G.B. PERGOLESI, 2/A",MILANO,EXRRITM2XXX,Ready for operations,Requesting PSP;Responding PSP,2025-07-29,,
ITALY,Fabrick S.p.A.,Piazza Gaudenzio Sella 1,Biella,AXEVIT22XXX,Ready for operations,Requesting PSP;Responding PSP,2025-10-05,,
ITALY,FINDOMESTIC BANCA SPA,"Viale Belfiore, 26",FIRENZE,FIDMIT3FXXX,Ready for operations,Requesting PSP;Responding PSP,2025-08-28,,
ITALY,FINECOBANK S.p.A.,PIAZZA DURANTE 11,MILANO,FEBIITM1XXX,Ready for operations,Requesting PSP;Responding PSP,2025-07-11,,
ITALY,Finint Private Bank S.p.A.,"C.so Monforte, 52",MILANO,INPIITM1XXX,Ready for operations,Requesting PSP;Responding PSP,2025-10-09,,
ITALY,FLOWE SPA -SB,Via Enno Doris,Basiglio,MDDLITM2XXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
ITALY,FPB Cassa di Fassa Primero Belluno BCC,"Piaz de Sotegrava, 1",Moena,CCRTIT2T38A,Ready for operations,Requesting PSP;Responding PSP,2025-08-28,,
ITALY,GUBER BANCA S.P.A.,"Via Corfu, 102",Brescia,GUBEIT21XXX,Ready for operations,Requesting PSP;Responding PSP,2025-08-28,,
ITALY,HYPE S.p.A.,Piazza Gaudenzio Sella 1,Biella,HYEEIT22XXX,Ready for operations,Requesting PSP;Responding PSP,2025-10-09,,
ITALY,IBL BANCA SPA (ISTITUTO BANCARIO DEL LAVORO SPA),Via Venti Settembre 30,ROMA,IBLBITRRXXX,Ready for operations,Requesting PSP;Responding PSP,2025-08-06,,
ITALY,ICCREA Banca S.p.A.,"via Lucrezia Romana,41/47",Roma,ICRAITRRXXX,Ready for operations,Requesting PSP;Responding PSP,2025-10-04,,
ITALY,ICONTO srl,VIA MORGAGNI 13,ROME,IFSPIT21XXX,Ready for operations,Requesting PSP;Responding PSP,2025-08-28,,
ITALY,IGEA DIGITAL BANCA S.P.A.,Via Tomacelli 107,Roma,PDSCIT31XXX,Ready for operations,Requesting PSP;Responding PSP,2025-08-11,,
ITALY,Illimity Bank S.p.A.,Via Soperga 9,Milan,ITTPIT2MXXX,Ready for operations,Requesting PSP;Responding PSP,2025-10-09,,
ITALY,IMPREBANCA SPA,VIA COLA DI RIENZO 240,ROMA,IMPAITRRXXX,Ready for operations,Requesting PSP;Responding PSP,2025-08-24,,
ITALY,Intesa Sanpaolo Private Banking,"Via Ulderico Hoepli, 10",Milano,BCITITM3XXX,Ready for operations,Requesting PSP;Responding PSP,2025-10-06,,
ITALY,INTESA SANPAOLO S.p.A.,"Via Manzoni, 4",MILANO,BCITITMMXXX,Ready for operations,Requesting PSP;Responding PSP,2025-08-28,,
ITALY,ISTITUTO PER IL CREDITO SPORTIVO E CULTURALE S.P.A.,VIA G. VICO 5,ROMA,ISCSITRRXXX,Pending EDS registration,Requesting PSP;Responding PSP,,,
ITALY,Isybank S.p.A.,Via Monte di Pieta 8,MILANO,ISYBITMMXXX,Ready for operations,Requesting PSP;Responding PSP,2025-08-28,,
ITALY,ITAS PAY S.P.A.,Piazza delle donne lavoratrici 2,Trento,ITAPIT22XXX,Ready for operations,Responding PSP,2025-10-09,,
ITALY,"JPMorgan Chase Bank, N.A., Milan Branch",Via Cordusio 3,MILANO,CHASITMXXXX,Ready for operations,Requesting PSP;Responding PSP,2025-09-01,,
