IID/QR-IID,Valid on,Concatenation,New IID/QR-IID,SIC IID,Headquarters,IID type,QR-IID allocation,Name of bank/institution,Street Name,Building Number,Post Code,Town Name,Country,BIC,SIC participation,"RTGS customer payments, CHF","IP customer payments, CHF",euroSIC participation,"LSV+/BDD, CHF","LSV+/BDD, EUR",202508101630325
81485,2025-08-11,N,,814855.0,80000.0,2.0,,Raiffeisenbank Winterthur,Bahnhofplatz,15,8401,Winterthur,CH,RAIFCH22E85,Y,Y,N,Y,Y,Y,
81486,2025-08-11,N,,814860.0,80000.0,2.0,,Raiffeisenbank Basel,St. Jakobs-Strasse,7,4052,Basel,CH,RAIFCH22E86,Y,Y,N,Y,Y,Y,
81487,2025-08-11,N,,814871.0,80000.0,2.0,,Raiffeisenbank Zürich,Limmatquai,68,8001,Zürich,CH,RAIFCH22E87,Y,Y,N,Y,Y,Y,
81488,2025-08-11,N,,814886.0,80000.0,2.0,,Raiffeisenbank Bern,Waisenhausplatz,26,3011,Bern,CH,RAIFCH22E88,Y,Y,N,Y,Y,Y,
81490,2025-08-11,N,,814903.0,80000.0,2.0,,Raiffeisenbank Thalwil,Gotthardstrasse,20/22,8800,Thalwil,CH,RAIFCH22E90,Y,Y,N,Y,Y,Y,
81491,2025-08-11,N,,814919.0,80000.0,2.0,,"RAIFFEISEN SCHWEIZ, FIRMENKUNDEN",Raiffeisenplatz,4,9001,St. Gallen,CH,RAIFCH22E91,Y,Y,N,Y,Y,Y,
82007,2025-08-11,N,,820078.0,82007.0,1.0,,Union Bancaire Privée (Europe) SA,Route d'Arlon,287-289,1150,Luxembourg,LU,DBSALULLFND,N,N,N,Y,N,N,
82008,2025-08-11,N,,820083.0,82008.0,1.0,,Mirabaud & Cie (Europe) SA,Avenue de la Liberté,25,1931,Luxembourg,LU,MIRALULLXXX,N,N,N,Y,N,N,
82016,2025-08-11,N,,820167.0,82016.0,1.0,,Monzo Bank Limited,Appold Street,5,EC2A  2AG,London,GB,MONZGB2LXXX,N,N,N,Y,N,N,
82018,2025-08-11,N,,820180.0,82018.0,1.0,,Starling Bank Limited,"5th Floor, 1 Duval Square",,E1 6PW,London,GB,SRLGGB3LXXX,N,N,N,Y,N,N,
8235,2025-08-11,N,,82359.0,8235.0,1.0,,Banco Santander International SA,,,1211,Genève 1,CH,BSCHCHGGXXX,Y,Y,N,N,N,N,
8236,2025-08-11,N,,82367.0,8236.0,1.0,,Nexent Bank (Suisse) SA,Rue du Rhône,80,1204,Genève,CH,FSUICHGGXXX,Y,Y,N,Y,N,N,
8238,2025-08-11,N,,82380.0,8238.0,1.0,,Investec Bank (Switzerland) AG,Löwenstrasse,29,8001,Zürich,CH,IVESCHZZXXX,Y,Y,N,Y,N,N,
8243,2025-08-11,N,,82430.0,8243.0,1.0,,Crédit Agricole next Bank (Suisse) SA,Esplanade de Pont-Rouge,4-6,1212,Grand-Lancy,CH,AGRICHGXXXX,Y,Y,Y,Y,Y,N,
8245,2025-08-11,N,,82456.0,8245.0,1.0,,Kaleido Privatbank AG,Bellerivestrasse,17,8008,Zürich,CH,ANPRCH22XXX,Y,Y,N,Y,N,N,
8246,2025-08-11,N,,82464.0,8246.0,1.0,,Gonet & Cie SA (ex. ONE swiss bank SA),Rue de Lausanne,78,1202,Genève,CH,BQBHCHGGXXX,Y,Y,N,Y,N,N,
8248,2025-08-11,N,,82488.0,8248.0,1.0,,Van Lanschot Kempen (Schweiz) AG,Mittelstrasse,10,8034,Zürich,CH,FVLBCHZZXXX,Y,Y,Y,Y,Y,Y,
8252,2025-08-11,N,,82524.0,8252.0,1.0,,Banca Popolare di Sondrio (Suisse) SA,,,6901,Lugano 1,CH,POSOCH22XXX,Y,Y,Y,Y,Y,Y,
8268,2025-08-11,N,,82681.0,8268.0,1.0,,Banque Internationale à Luxembourg (Suisse) SA,Bahnhofstrasse,20,8001,Zürich,CH,BILSCHZZXXX,Y,Y,N,Y,Y,N,
8270,2025-08-11,N,,82708.0,8270.0,1.0,,BBVA SA,Selnaustrasse,32/36,8021,Zürich,CH,BBVACHZZXXX,Y,Y,N,Y,N,N,
8278,2025-08-11,N,,82784.0,8278.0,1.0,,Goldman Sachs Bank AG,Claridenstrasse,22,8022,Zürich,CH,GOLDCHZZXXX,Y,N,N,N,N,N,
8288,2025-08-11,N,,82887.0,8288.0,1.0,,Frankfurter Bankgesellschaft (Schweiz) AG,Börsenstrasse,16,8022,Zürich,CH,FBGSCHZZXXX,Y,Y,N,Y,Y,Y,
8289,2025-08-11,N,,82895.0,8289.0,1.0,,ODDO BHF (Schweiz) AG,Gartenstrasse,14,8002,Zürich,CH,BHFBCHZZXXX,Y,Y,N,Y,Y,Y,
8296,2025-08-11,N,,82968.0,8296.0,1.0,,Cembra Money Bank AG,Bändliweg,20,8048,Zürich,CH,CMBNCHZHXXX,Y,Y,Y,N,Y,N,
82961,2025-08-11,N,,829614.0,8296.0,2.0,,Cembra Money Bank SA,Rue de la Banque,1,1701,Fribourg,CH,CMBNCHZHXXX,Y,Y,Y,N,Y,N,
82962,2025-08-11,N,,829622.0,8296.0,2.0,,Cembra Money Bank SA,Rue du Cendrier,17,1201,Genève,CH,CMBNCHZHXXX,Y,Y,Y,N,Y,N,
82963,2025-08-11,N,,829638.0,8296.0,2.0,,Cembra Money Bank AG,Freie Strasse,39,4001,Basel,CH,CMBNCHZHXXX,Y,Y,Y,N,Y,N,
82964,2025-08-11,N,,829643.0,8296.0,2.0,,Cembra Money Bank AG,Oberer Graben,3,9004,St. Gallen,CH,CMBNCHZHXXX,Y,Y,Y,N,Y,N,
82965,2025-08-11,N,,829659.0,8296.0,2.0,,Cembra Money Bank AG,Bahnhofstrasse,8,5001,Aarau,CH,CMBNCHZHXXX,Y,Y,Y,N,Y,N,
82966,2025-08-11,N,,829667.0,8296.0,2.0,,Cembra Money Bank AG,Schwanengasse,1,3001,Bern,CH,CMBNCHZHXXX,Y,Y,Y,N,Y,N,
82967,2025-08-11,N,,829675.0,8296.0,2.0,,Cembra Money Bank AG,Weggisgasse 1 / Falkenplatz,,6000,Luzern 5,CH,CMBNCHZHXXX,Y,Y,Y,N,Y,N,
82968,2025-08-11,N,,829680.0,8296.0,2.0,,Cembra Money Bank SA,Avenue Ruchonnet,1,1003,Lausanne,CH,CMBNCHZHXXX,Y,Y,Y,N,Y,N,
82969,2025-08-11,N,,829691.0,8296.0,2.0,,Cembra Money Bank SA,Faubourg de l'Hôpital,1,2001,Neuchâtel,CH,CMBNCHZHXXX,Y,Y,Y,N,Y,N,
82971,2025-08-11,N,,829717.0,8296.0,2.0,,Cembra Money Bank AG,Dufourstrasse,12,2500,Biel/Bienne 3,CH,CMBNCHZHXXX,Y,Y,Y,N,Y,N,
82972,2025-08-11,N,,829725.0,8296.0,2.0,,Cembra Money Bank SA,Avenue Léopold-Robert,25,2301,"Chaux-de-Fonds, La",CH,CMBNCHZHXXX,Y,Y,Y,N,Y,N,
82973,2025-08-11,N,,829730.0,8296.0,2.0,,Cembra Money Bank AG,Hauptbahnhofstrasse,12,4501,Solothurn,CH,CMBNCHZHXXX,Y,Y,Y,N,Y,N,
82975,2025-08-11,N,,829756.0,8296.0,2.0,,Cembra Money Bank SA,Via E. Bossi,1,6901,Lugano,CH,CMBNCHZHXXX,Y,Y,Y,N,Y,N,
82976,2025-08-11,N,,829764.0,8296.0,2.0,,Cembra Money Bank SA,Avenue des Mayennets,5,1951,Sion/Sitten,CH,CMBNCHZHXXX,Y,Y,Y,N,Y,N,
82977,2025-08-11,N,,829772.0,8296.0,2.0,,Cembra Money Bank AG,Schmidgasse,7,8401,Winterthur,CH,CMBNCHZHXXX,Y,Y,Y,N,Y,N,
82979,2025-08-11,N,,829793.0,8296.0,2.0,,Cembra Money Bank AG,Bahnhofstrasse,14,5401,Baden,CH,CMBNCHZHXXX,Y,Y,Y,N,Y,N,
82981,2025-08-11,N,,829816.0,8296.0,2.0,,Cembra Money Bank AG,Jurastrasse,19,4601,Olten,CH,CMBNCHZHXXX,Y,Y,Y,N,Y,N,
82983,2025-08-11,N,,829832.0,8296.0,2.0,,Cembra Money Bank AG,Schaffhauserstrasse,315,8050,Zürich,CH,CMBNCHZHXXX,Y,Y,Y,N,Y,N,
82984,2025-08-11,N,,829848.0,8296.0,2.0,,Cembra Money Bank AG,Alexanderstrasse,18,7001,Chur,CH,CMBNCHZHXXX,Y,Y,Y,N,Y,N,
82986,2025-08-11,N,,829869.0,8296.0,2.0,,Cembra Money Bank SA,Rue Igor Stravinsky,2,1820,Montreux 2,CH,CMBNCHZHXXX,Y,Y,Y,N,Y,N,
82998,2025-08-11,N,,829981.0,8296.0,2.0,,Cembra Money Bank AG,Bändliweg,20,8048,Zürich,CH,CMBNCHZHXXX,Y,Y,Y,N,Y,N,
8300,2025-08-11,N,,83001.0,8300.0,1.0,,Spar- und Leihkasse Wynigen AG,,,3472,Wynigen,CH,SLWYCH21XXX,Y,Y,Y,N,Y,N,
83002,2025-08-11,N,,830021.0,83002.0,1.0,,Bank von Roll AG,Bleicherweg,37,8027,Zürich,CH,VRLLCHZZXXX,Y,Y,N,Y,Y,Y,
83003,2025-08-11,N,,830036.0,83003.0,1.0,,SIX x-clear AG,Pfingstweidstrasse,110,8005,Zürich,CH,CLRXCHZZXXX,Y,Y,N,N,N,N,
83004,2025-08-11,N,,830044.0,83004.0,1.0,,Allianz Suisse Versicherungs-Ges. AG (geb. Vermögen),Richtiplatz,1,8304,Wallisellen,CH,,Y,Y,N,N,N,N,
83006,2025-08-11,N,,830068.0,83006.0,1.0,,Industrial and Commercial Bank of China Limited,Nüschelerstrasse,1,8001,Zürich,CH,ICBKCHZZXXX,Y,Y,N,N,N,N,
83007,2025-08-11,N,,830073.0,83007.0,1.0,,JL Securities SA,Rue du Rhône,60,1204,Genève,CH,JLSECHGGXXX,Y,Y,N,Y,N,N,
83008,2025-08-11,N,,830089.0,83008.0,1.0,,Fidurhône SA,Rue Muzy,8,1207,Genéve,CH,FIDHCHGGXXX,Y,Y,N,Y,N,N,
83009,2025-08-11,N,,830097.0,83009.0,1.0,,Helvetia Schweizerische Versicherungsgesellschaft AG,Dufourstrasse,40,9001,St. Gallen,CH,HELNCH22XXX,Y,Y,N,N,N,N,
83010,2025-08-11,N,,830102.0,83010.0,1.0,,Allianz Suisse Lebensvers.-Ges. AG (geb. Vermögen KL),Richtiplatz,1,8304,Wallisellen,CH,,Y,Y,N,N,N,N,
83011,2025-08-11,N,,830118.0,83011.0,1.0,,Privatbank Bellerive AG,,,8034,Zürich,CH,PRBECHZZXXX,Y,Y,N,Y,Y,Y,
83012,2025-08-11,N,,830123.0,83012.0,1.0,,"LGT Bank AG, Zweigniederlassung Österreich",Bankgasse,9,1010,Wien,AT,BLFLATWWXXX,N,N,N,Y,N,N,
83013,2025-08-11,N,,830139.0,83013.0,1.0,,Hottinger AG,Hottingerstrasse,21,8024,Zürich,CH,JHOTCHZZXXX,Y,Y,N,Y,N,N,
83014,2025-08-11,N,,830147.0,83014.0,1.0,,Sygnum Bank AG,Uetlibergstrasse,134A,8045,Zürich,CH,SYGNCHZZXXX,Y,Y,N,Y,Y,Y,
83015,2025-08-11,N,,830155.0,83015.0,1.0,,MBaer Merchant Bank AG,Alfred-Escher-Strasse,50,8002,Zürich,CH,MBMECHZZXXX,Y,Y,N,Y,Y,Y,
83016,2025-08-11,N,,830160.0,83016.0,1.0,,AXA Versicherungen AG,General Guisan-Strasse,40,8400,Winterthur,CH,AXIPCHZZWIN,Y,Y,N,N,N,N,
83017,2025-08-11,N,,830171.0,83017.0,1.0,,SIX Digital Exchange AG,Pfingstweidstrasse,110,8005,Zürich,CH,SDXXCHZHXXX,Y,N,N,Y,N,N,
83018,2025-08-11,N,,830186.0,83018.0,1.0,,AMINA Bank AG,Kolinplatz,15,6300,Zug,CH,SCRYCH22XXX,Y,Y,Y,Y,Y,Y,
83019,2025-08-11,N,,830194.0,83019.0,1.0,,Yapeal AG,Max-Hoegger-Strasse,6,8048,Zürich,CH,YAPECHZ2XXX,Y,Y,N,N,N,N,
83020,2025-08-11,N,,830203.0,83020.0,1.0,,"Barclays Capital, Zurich Branch of Barclays Bank PLC, London",Beethovenstrasse,19,8002,Zürich,CH,,Y,Y,N,N,N,N,
83021,2025-08-11,N,,830219.0,83021.0,1.0,,Cité Gestion SA,Rue de la Cité,15-17,1204,Genève,CH,CITECHGGXXX,Y,Y,N,Y,Y,N,
83022,2025-08-11,N,,830227.0,83022.0,1.0,,ISP Securities Ltd,Bellerivestrasse,45,8034,Zürich,CH,PLESCHZZXXX,Y,Y,N,Y,N,N,
83024,2025-08-11,N,,830240.0,83024.0,1.0,,"Swiss Life AG (EV, geb. Vermögen)",General-Guisan-Quai,40,8022,Zürich,CH,SLAMCHZZEV0,Y,Y,N,N,N,N,
83025,2025-08-11,N,,830251.0,83025.0,1.0,,Swiss Life AG (freies Vermögen),General-Guisan-Quai,40,8022,Zürich,CH,SLAMCHZZNZ0,Y,Y,N,N,N,N,
83026,2025-08-11,N,,830266.0,83026.0,1.0,,"AXA Leben AG (Einzel, geb. Vermögen)",General Guisan-Strasse,40,8400,Winterthur,CH,AXIPCHZZWLE,Y,Y,N,N,N,N,
83027,2025-08-11,N,,830274.0,83027.0,1.0,,"Baloise Leben AG (Kollektiv, geb. Vermögen)",Aeschengraben,21,4051,Basel,CH,BAAMCHBBBKL,Y,Y,N,N,N,N,
83028,2025-08-11,N,,830282.0,83028.0,1.0,,"Baloise Leben AG (Einzel, geb. Vermögen)",Aeschengraben,21,4051,Basel,CH,BAAMCHBBBEL,Y,Y,N,N,N,N,
83030,2025-08-11,N,,830307.0,83030.0,1.0,,Allianz Suisse Lebensvers.-Ges. AG (geb. Vermögen EL),Richtiplatz,1,8304,Wallisellen,CH,,Y,Y,N,N,N,N,
83031,2025-08-11,N,,830315.0,83031.0,1.0,,Swisscanto Fondsleitung AG,Bahnhofstrasse,9,8001,Zürich,CH,SWIPCHZHXXX,Y,N,N,N,N,N,
83032,2025-08-11,N,,830320.0,83032.0,1.0,,Zürich Versicherungs.-Ges. AG gebundenes Vermögen,Mythenquai,2,8002,Zürich,CH,ZURICHZFZNT,Y,Y,N,N,N,N,
83033,2025-08-11,N,,830331.0,83033.0,1.0,,Zürich Lebensvers.-Ges. AG Group Life geb. Vermögen,Mythenquai,2,8002,Zürich,CH,ZURICHZFZKT,Y,Y,N,N,N,N,
83034,2025-08-11,N,,830346.0,83034.0,1.0,,Zürich Lebensvers.-Ges. AG Individual Life geb. Vermögen,Mythenquai,2,8002,Zürich,CH,ZURICHZFZLT,Y,Y,N,N,N,N,
83035,2025-08-11,N,,830354.0,83035.0,1.0,,Taurus SA,Place Ruth-Bösiger,6,1201,Genève,CH,TARSCHGGXXX,Y,Y,N,Y,N,N,
83036,2025-08-11,N,,830362.0,83036.0,1.0,,radicant bank ag,Mühlebachstrasse,162-164,8008,Zürich,CH,RDCTCHZHXXX,Y,Y,N,Y,Y,N,
83037,2025-08-11,N,,830378.0,83037.0,1.0,,"Vaudoise Générale, Compagnie d'Assurances SA (geb. Vermögen)",Avenue de Cour,41,1007,Lausanne,CH,,Y,Y,N,N,N,N,
83039,2025-08-11,N,,830399.0,83039.0,1.0,,Alpian SA,Chemin des Crêts,17,1209,Genève,CH,APNACHGGXXX,Y,Y,N,Y,N,N,
83040,2025-08-11,N,,830406.0,83040.0,1.0,,Kendra Securities House SA,Place Saint-Gervais,1,1201,Geneva,CH,KSEHCHGGXXX,Y,Y,N,Y,N,N,
83041,2025-08-11,N,,830414.0,83041.0,1.0,,Bivial AG,Industriestrasse,24,6300,Zug,CH,KLARCH22XXX,Y,Y,N,Y,N,N,
83042,2025-08-11,N,,830422.0,83042.0,1.0,,MG Finance SA,Av. du Général Guisan,46A,1009,Pully,CH,,Y,Y,N,N,N,N,
83043,2025-08-11,N,,830438.0,83043.0,1.0,,Private Client Bank AG,Bleicherweg,5,8001,Zürich,CH,PICLCHZ2XXX,Y,Y,N,N,N,N,
83045,2025-08-11,N,,830459.0,83045.0,1.0,,"Bank of China Limited, GenevaBranch",Rue de la Tour de l'île,1,1204,Geneva,CH,BKCHCHGEXXX,Y,Y,N,N,N,N,
83046,2025-08-11,N,,830467.0,83046.0,1.0,,BG (Suisse) Private Bank SA,Piazza Riforma,3,6900,Lugano,CH,BGPBCH22XXX,Y,Y,N,Y,Y,Y,
83047,2025-08-11,N,,830475.0,83047.0,1.0,,Amnis Europe AG,Gewerbeweg,15,9490,Vaduz,LI,AMNSLI22XXX,Y,Y,N,N,N,N,
83049,2025-08-11,N,,830491.0,83049.0,1.0,,Banking Circle (Liechtenstein) AG,Industriering,40,9491,RUGGELL,LI,BCIRLI22XXX,Y,Y,N,N,N,N,
83050,2025-08-11,N,,830509.0,83050.0,1.0,,Relio AG,Hohlstrasse,188,8004,Zürich,CH,,Y,Y,N,N,N,N,
83051,2025-08-11,N,,830517.0,83051.0,1.0,,SR Saphirstein AG,Bellerivestrasse,245,8008,Zürich,CH,SAHHCHZ2XXX,Y,Y,N,Y,N,N,
83053,2025-08-11,N,,830530.0,83053.0,1.0,,RMS Sicherheits-Anstalt,im alten Riet,137,9494,Schaan,LI,,Y,Y,N,N,N,N,
83056,2025-08-11,N,,830564.0,83056.0,1.0,,Helveticor AG,Lerzenstrasse,14,8953,Dietikon,CH,,Y,Y,N,N,N,N,
83057,2025-08-11,N,,830572.0,83057.0,1.0,,Union Securities Switzerland SA,Cours de Rive,11,1204,Geneva,CH,,Y,Y,N,N,N,N,
83058,2025-08-11,N,,830588.0,83058.0,1.0,,Swiss Life Asset Management AG,General-Guisan-Quai,40,8022,Zürich,CH,SLAMCHZZFMM,Y,Y,N,N,N,N,
83059,2025-08-11,N,,830593.0,83059.0,1.0,,finpension AG,Hirschmattstrasse,36,6003,Luzern,CH,FNPICH22XXX,Y,Y,N,N,N,N,
8307,2025-08-11,N,,83077.0,8307.0,1.0,,Hypothekarbank Lenzburg AG,Bahnhofstrasse,2,5600,Lenzburg 1,CH,HYPLCH22XXX,Y,Y,Y,Y,Y,Y,
8309,2025-08-11,N,,83090.0,8309.0,1.0,,Banque SYZ SA,Quai des Bergues,1,1201,Geneva,CH,SYCOCHGGXXX,Y,Y,N,Y,N,N,
8326,2025-08-11,N,,83261.0,8326.0,1.0,,Caisse d'Epargne de Nyon société coopérative,Rue St-Jean,11,1260,Nyon,CH,CAGYCH21XXX,Y,Y,N,Y,Y,N,
8327,2025-08-11,N,,83276.0,8327.0,1.0,,Caisse d'Epargne d'Aubonne Sociéte coopérative,Rue de l'Hôtel-de-Ville,21,1170,Aubonne,CH,RBABCH22CEA,Y,Y,N,Y,Y,Y,
8329,2025-08-11,N,,83292.0,8329.0,1.0,,Ersparniskasse Speicher,Hauptstrasse,21,9042,Speicher,CH,ERSCCH21XXX,Y,Y,N,N,Y,N,
8334,2025-08-11,N,,83342.0,8334.0,1.0,,Baloise Bank AG,Amthausplatz,4,4500,Solothurn,CH,KBSOCH22XXX,Y,Y,Y,Y,Y,Y,
8335,2025-08-11,N,,83358.0,8335.0,1.0,,LGT Bank (Schweiz) AG,Lange Gasse,15,4002,Basel,CH,BLFLCHBBXXX,Y,Y,N,Y,Y,Y,
8346,2025-08-11,N,,83468.0,8346.0,1.0,,Banque Algérienne du Commerce Extérieur SA,Talacker,41,8023,Zürich,CH,AEXTCHZZXXX,Y,Y,N,Y,Y,Y,
8348,2025-08-11,N,,83489.0,8348.0,1.0,,Caisse d'Epargne et de Crédit Mutuel de Chermignon,,,3971,Chermignon,CH,CDEMCH21XXX,Y,Y,N,N,Y,N,
8349,2025-08-11,N,,83497.0,8349.0,1.0,,"Caisse d'Epargne Riviera, société coopérative",Avenue Paul-Ceresole,3,1800,Vevey 1,CH,CDDVCH21XXX,Y,Y,N,Y,Y,Y,
8350,2025-08-11,N,,83502.0,8350.0,1.0,,Loomis Schweiz AG,Nordringstrasse,22,4702,Oensingen,CH,SEPOCH22XXX,Y,Y,N,N,N,N,
8351,2025-08-11,N,,83518.0,8351.0,1.0,,SOS Cash & Value SA,Route de Tabary,1,1904,Vernayaz,CH,,Y,Y,N,N,N,N,
8352,2025-08-11,N,,83523.0,8352.0,1.0,,Loomis Schweiz SA,Peter Merian-Strasse,50,4052,Basel,CH,VIMMCHZZXXX,Y,Y,N,N,N,N,
8373,2025-08-11,N,,83731.0,8373.0,1.0,,"China Construction Bank Corporation, Beijing, Swiss Branch",Beethovenstrasse,33,8002,Zürich,CH,PCBCCHZZXXX,Y,Y,N,Y,N,N,
8374,2025-08-11,N,,83746.0,8374.0,1.0,,"CACEIS Bank, Montrouge, succursale de Nyon / Suisse",Route de Signy,35,1260,Nyon,CH,ISAECH2NXXX,Y,Y,N,N,N,N,
8376,2025-08-11,Y,8721.0,,,,,,,,,,,,,,,,,,
8377,2025-08-11,N,,83778.0,8377.0,1.0,,Vontobel Swiss Financial Advisers AG,Gotthardstrasse,43,8002,Zürich,CH,VSFACHZZXXX,Y,Y,N,N,N,N,
8378,2025-08-11,N,,83783.0,8378.0,1.0,,NPB Neue Privat Bank AG,Limmatquai 1 / am Bellevue,,8024,Zürich,CH,NEPICHZZXXX,Y,Y,N,N,Y,N,
8379,2025-08-11,N,,83799.0,8379.0,1.0,,QNB (Suisse) SA,Quai du Mont-Blanc,1,1201,Genève,CH,QNBACHGGXXX,Y,Y,N,Y,N,N,
8380,2025-08-11,N,,83806.0,8380.0,1.0,,J.P. Morgan (Suisse) SA,Rue de la Confédération,8,1204,Genève,CH,MGTCCHGGXXX,Y,Y,N,N,N,N,
8384,2025-08-11,N,,83843.0,8384.0,1.0,,Reyl & Cie S.A.,Rue du Rhône,4,1204,Genève,CH,REYLCHGGXXX,Y,Y,N,Y,Y,Y,
8385,2025-08-11,N,,83859.0,8385.0,1.0,,NBK Banque Privée (Suisse) SA,Rue de la Corraterie,5,1204,Genève,CH,NBOKCHGGXXX,Y,Y,N,Y,N,N,
8387,2025-08-11,N,,83875.0,8387.0,1.0,,"ING Bank N.V., Amsterdam, succursale de Lancy/Genève",Avenue de Morgines,10,1213,Petit-Lancy,CH,BBRUCHGTXXX,Y,Y,N,N,Y,N,
8388,2025-08-11,N,,83880.0,8388.0,1.0,,Banque Eric Sturdza SA,Rue du Rhône,112,1211,Genève 3,CH,BABRCHGGXXX,Y,Y,N,Y,N,N,
8389,2025-08-11,N,,83891.0,8389.0,1.0,,Bezirks-Sparkasse Dielsdorf Genossenschaft,Bahnhofstrasse,29,8157,Dielsdorf,CH,BZSDCH22XXX,Y,Y,Y,Y,Y,Y,
8390,2025-08-11,N,,83909.0,8390.0,1.0,,Alternative Bank Schweiz AG,Amthausquai,21,4600,Olten,CH,ABSOCH22XXX,Y,Y,Y,Y,Y,N,
8391,2025-08-11,N,,83917.0,8391.0,1.0,,WIR Bank Genossenschaft,Auberg,1,4002,Basel,CH,WIRBCHBBXXX,Y,Y,Y,Y,Y,Y,
8392,2025-08-11,N,,83925.0,8392.0,1.0,,Freie Gemeinschaftsbank Genossenschaft,Meret Oppenheim-Strasse,10,4002,Basel,CH,FRGGCHB1XXX,Y,Y,N,Y,Y,N,
8393,2025-08-11,N,,83930.0,8393.0,1.0,,Bank EKI Genossenschaft,Rosenstrasse,1,3800,Interlaken,CH,EKIICH22XXX,Y,Y,Y,Y,Y,Y,
8394,2025-08-11,N,,83941.0,8394.0,1.0,,Bank EEK AG,Amthausgasse 14 / Marktgasse,19,3001,Bern,CH,EEKBCH22XXX,Y,Y,Y,Y,Y,Y,
8395,2025-08-11,N,,83956.0,8395.0,1.0,,Spar- und Leihkasse Bucheggberg,Hauptstrasse,4,4584,Lüterswil,CH,SLBUCH22XXX,Y,Y,Y,Y,Y,Y,
8396,2025-08-11,N,,83964.0,8396.0,1.0,,Spar + Leihkasse Gürbetal AG,Dorfstrasse,19,3127,Mühlethurnen,CH,SLGUCH2MXXX,Y,Y,Y,Y,Y,N,
8397,2025-08-11,N,,83972.0,8397.0,1.0,,DC Bank Deposito-Cassa der Stadt Bern,Schauplatzgasse,21,3001,Bern,CH,RBABCH22DCB,Y,Y,Y,Y,Y,Y,
8398,2025-08-11,N,,83988.0,8398.0,1.0,,VZ Depotbank AG,Innere Güterstrasse,2,6300,Zug,CH,VZDBCHZZXXX,Y,Y,N,Y,Y,Y,
8401,2025-08-11,N,,84010.0,8401.0,1.0,,Migros Bank AG,,,8010,Zürich,CH,MIGRCHZZXXX,Y,Y,Y,Y,Y,Y,
8440,2025-08-11,N,,84406.0,8440.0,1.0,,Bank Cler AG,,,4002,Basel,CH,BCLRCHBBXXX,Y,Y,Y,Y,Y,Y,
8441,2025-08-11,N,,84414.0,8440.0,2.0,,Bank Cler AG,Gundeldingen,,4018,Basel,CH,BCLRCHBBXXX,Y,Y,Y,Y,Y,Y,
8442,2025-08-11,N,,84422.0,8440.0,2.0,,Bank Cler AG,Kleinbasel,,4005,Basel,CH,BCLRCHBBXXX,Y,Y,Y,Y,Y,Y,
8443,2025-08-11,N,,84438.0,8440.0,2.0,,Bank Cler AG,,,3001,Bern,CH,BCLRCHBBXXX,Y,Y,Y,Y,Y,Y,
8444,2025-08-11,N,,84443.0,8440.0,2.0,,Bank Cler AG,,,2501,Biel/Bienne,CH,BCLRCHBBXXX,Y,Y,Y,Y,Y,Y,
8445,2025-08-11,N,,84459.0,8440.0,2.0,,Bank Cler AG,Neumarkt,2,5201,Brugg AG,CH,BCLRCHBBXXX,Y,Y,Y,Y,Y,Y,
8446,2025-08-11,N,,84467.0,8440.0,2.0,,Bank Cler AG,,,2001,Neuchâtel,CH,BCLRCHBBXXX,Y,Y,Y,Y,Y,Y,
8447,2025-08-11,N,,84475.0,8440.0,2.0,,Bank Cler AG,,,1204,Genève 3,CH,BCLRCHBBXXX,Y,Y,Y,Y,Y,Y,
8448,2025-08-11,N,,84480.0,8440.0,2.0,,Bank Cler AG,,,1002,Lausanne,CH,BCLRCHBBXXX,Y,Y,Y,Y,Y,Y,
8449,2025-08-11,N,,84491.0,8440.0,2.0,,Bank Cler AG,,,6901,Lugano,CH,BCLRCHBBXXX,Y,Y,Y,Y,Y,Y,
8450,2025-08-11,N,,84509.0,8440.0,2.0,,Bank Cler AG,,,6002,Luzern,CH,BCLRCHBBXXX,Y,Y,Y,Y,Y,Y,
8451,2025-08-11,N,,84517.0,8440.0,2.0,,Bank Cler AG,,,4600,Olten,CH,BCLRCHBBXXX,Y,Y,Y,Y,Y,Y,
8452,2025-08-11,N,,84525.0,8440.0,2.0,,Bank Cler AG,,,8201,Schaffhausen,CH,BCLRCHBBXXX,Y,Y,Y,Y,Y,Y,
8453,2025-08-11,N,,84530.0,8440.0,2.0,,Bank Cler AG,Uraniastrasse,6,8021,Zürich,CH,BCLRCHBBXXX,Y,Y,Y,Y,Y,Y,
8454,2025-08-11,N,,84541.0,8440.0,2.0,,Bank Cler AG,Oerlikon,,8050,Zürich,CH,BCLRCHBBXXX,Y,Y,Y,Y,Y,Y,
8455,2025-08-11,N,,84556.0,8440.0,2.0,,Bank Cler AG,,,6501,Bellinzona,CH,BCLRCHBBXXX,Y,Y,Y,Y,Y,Y,
8456,2025-08-11,N,,84564.0,8440.0,2.0,,Bank Cler AG,,,9001,St. Gallen,CH,BCLRCHBBXXX,Y,Y,Y,Y,Y,Y,
8457,2025-08-11,N,,84572.0,8440.0,2.0,,Bank Cler AG,Rue de Romont,35,1701,Fribourg,CH,BCLRCHBBXXX,Y,Y,Y,Y,Y,Y,
8490,2025-08-11,N,,84900.0,8490.0,1.0,,Cornèr Banca SA,Via Canova,16,6901,Lugano,CH,CBLUCH22XXX,Y,Y,Y,Y,Y,Y,
