IID/QR-IID,Valid on,Concatenation,New IID/QR-IID,SIC IID,Headquarters,IID type,QR-IID allocation,Name of bank/institution,Street Name,Building Number,Post Code,Town Name,Country,BIC,SIC participation,"RTGS customer payments, CHF","IP customer payments, CHF",euroSIC participation,"LSV+/BDD, CHF","LSV+/BDD, EUR",202508101630325
89059,2025-08-11,N,,890598.0,89059.0,1.0,,"HSBC Continental Europe S.A., Germany",Hansaallee,3,40549,Düsseldorf,DE,TUBDDEDDXXX,Y,N,N,N,N,N,
89070,2025-08-11,N,,890706.0,89070.0,1.0,,Goldman Sachs Bank Europe SE,Marienturm / Taunusanlage,9-10,60329,Frankfurt am Main,DE,GOLDDEFAXXX,Y,N,N,N,N,N,
89081,2025-08-11,N,,890817.0,89081.0,1.0,,Dornbirner Sparkasse Bank AG,Bahnhofstrasse,2,6850,Dornbirn,AT,DOSPAT2DXXX,Y,Y,N,N,N,N,
89088,2025-08-11,N,,890888.0,89088.0,1.0,,Skandinaviska Enskilda Banken AB,Kungsträdgardsgatan,8,0640,Stockholm,SE,ESSESESSXXX,Y,Y,N,N,N,N,
89091,2025-08-11,N,,890916.0,89091.0,1.0,,DZ PRIVATBANK S.A.,Rue Thomas Edison,4,1445,Luxembourg-Strassen,LU,GENOLULLXXX,Y,N,N,N,N,N,
89093,2025-08-11,N,,890932.0,89093.0,1.0,,Volksbank Dreiländereck EG,Tumringer-Strasse,237,79537,Lörrach,DE,VOLODE66XXX,Y,Y,N,N,N,N,
89095,2025-08-11,N,,890953.0,89095.0,1.0,,Citibank N.A.,Canada Square / Canary Wharf,,E14 5LB,London,GB,CITIGB2LXXX,Y,Y,Y,N,Y,N,
89098,2025-08-11,N,,890985.0,89098.0,1.0,,Sparkasse Oberösterreich Bank AG,Promenade,11-13,4041,Linz,AT,ASPKAT2LXXX,Y,Y,N,N,N,N,
89099,2025-08-11,N,,890990.0,89099.0,1.0,,Erste Group Bank AG,Am Belvedere,1,1100,Wien,AT,GIBAATWGXXX,Y,Y,N,N,N,N,
8910,2025-08-11,N,,89106.0,8910.0,1.0,,CLS Bank International,"Broadway, 29th Floor",39,10006,"New York, NY 1006-3053",US,CLSBUS33XXX,Y,N,N,N,N,N,
89102,2025-08-11,N,,891023.0,89102.0,1.0,,Coöperatieve Rabobank U.A.,Croeselann,18,3500,HG Utrecht,NL,RABONL2UXXX,Y,N,N,N,N,N,
89109,2025-08-11,N,,891094.0,89109.0,1.0,,Raiffeisenlandesbank Oberösterreich AG,Europaplatz,1a,4020,Linz,AT,RZOOAT2LXXX,Y,N,N,N,N,N,
89115,2025-08-11,N,,891151.0,89115.0,1.0,,Clearstream Banking S.A.,Avenue J.F. Kennedy,42,L-1855,Luxembourg,LU,CEDELULLXXX,Y,N,N,N,N,N,
89117,2025-08-11,N,,891174.0,89117.0,1.0,,Hypo Vorarlberg Bank AG,Hypo Passage,1,6900,Bregenz,AT,HYPVAT2BXXX,Y,Y,N,Y,N,N,
89128,2025-08-11,N,,891283.0,89128.0,1.0,,Intesa Sanpaolo S.P.A.,Piazza San Carlo,156,10121,Torino,IT,BCITITMMXXX,Y,N,N,N,N,N,
89129,2025-08-11,N,,891299.0,89129.0,1.0,,BTV Vier Länder Bank AG,Stadtforum,1,6020,Innsbruck,AT,BTVAAT22XXX,Y,Y,N,Y,N,N,
89136,2025-08-11,N,,891367.0,89136.0,1.0,,Banque Internationale à Luxembourg SA,Route d'Esch,69,2953,Luxembourg,LU,BILLLULLXXX,Y,Y,N,N,N,N,
89139,2025-08-11,N,,891391.0,89139.0,1.0,,Raiffeisen Bank International AG,Am Stadtpark,9,1011,Wien,AT,RZBAATWWXXX,Y,Y,N,N,N,N,
89142,2025-08-11,N,,891425.0,89142.0,1.0,,European Investment Bank,Boulevard Konrad Adenauer,100,2950,Luxembourg,LU,BEILLULLXXX,Y,N,N,N,N,N,
89151,2025-08-11,N,,891516.0,89151.0,1.0,,ING Bank N.V.,Foppingadreef,7,1000,BV Amsterdam,NL,INGBNL2AXXX,Y,Y,N,N,N,N,
89152,2025-08-11,N,,891524.0,89152.0,1.0,,Sparkasse der Stadt Feldkirch,Sparkassenplatz,1,6800,Feldkirch,AT,SPFKAT2BXXX,Y,Y,N,N,N,N,
89158,2025-08-11,N,,891585.0,89158.0,1.0,,RBC Europe Limited,Bishopsgate,100,EC2N 4AA,London,GB,ROYCGB22XXX,Y,N,N,N,N,N,
89162,2025-08-11,N,,891628.0,89162.0,1.0,,Danske Bank A/S,Bernstorffsgade,40,1577,Kobenhavn V,DK,DABADKKKXXX,Y,Y,N,N,N,N,
89165,2025-08-11,N,,891657.0,89165.0,1.0,,Raiffeisen Landesbank Vorarlberg mit Revisionsverband eGen,,,6900,Bregenz,AT,RVVGAT2BXXX,Y,Y,N,N,N,N,
89169,2025-08-11,N,,891696.0,89169.0,1.0,,"CACEIS Bank S.A., Germany Branch",Lilienthalallee,36,80939,München,DE,FMBKDEMMXXX,Y,Y,N,N,N,N,
89191,2025-08-11,N,,891910.0,89191.0,1.0,,Goldman Sachs International,Plumtree Court 25 Shoe Lane,,EC4A 4AU,London,GB,GSILGB2XXXX,Y,N,N,N,N,N,
89195,2025-08-11,N,,891952.0,89195.0,1.0,,IKB Deutsche Industriebank AG,Wilhelm-Bötzkes-Strasse,1,40474,Düsseldorf,DE,IKBDDEDDXXX,Y,N,N,N,N,N,
89196,2025-08-11,N,,891968.0,89196.0,1.0,,Santander UK plc,"Regents Place, 2 Triton Square",,NW1 3AN,London,GB,ANTSGB2LXXX,Y,N,N,N,N,N,
89197,2025-08-11,N,,891973.0,89197.0,1.0,,Nordea Bank Abp,Satamaradankatu,5,00020,Nordea-Helsinki,FI,NDEAFIHHXXX,Y,N,N,N,N,N,
89199,2025-08-11,N,,891997.0,89199.0,1.0,,Volksbank Hochrhein eG,Bismarckstrasse,29,79761,Waldshut-Tiengen,DE,GENODE61WT1,Y,Y,N,N,N,N,
89202,2025-08-11,N,,892024.0,89202.0,1.0,,Sparkasse Hochrhein,Bismarckstrasse,7,79761,Waldshut-Tiengen,DE,SKHRDE6WXXX,Y,Y,N,N,N,N,
89207,2025-08-11,N,,892077.0,89207.0,1.0,,Oesterreichische Kontrollbank AG,Am Hof,4,1011,Wien,AT,OEKOATWWXXX,Y,N,N,N,N,N,
89208,2025-08-11,N,,892085.0,89208.0,1.0,,Volksbank eG-Die Gestalterbank,Schützenstrasse,7-11,79713,Bad Säckingen,DE,GENODE61OG1,Y,Y,N,N,N,N,
89213,2025-08-11,N,,892133.0,89213.0,1.0,,Banque de Luxembourg S.A.,Rue de Scillas,55,2529,luxembourg,LU,BLUXLULLXXX,Y,N,N,N,N,N,
89214,2025-08-11,N,,892149.0,89214.0,1.0,,Sparkasse Lörrach-Rheinfelden,Haagener Strasse,2,79539,Lörrach,DE,SKLODE66XXX,Y,Y,N,N,N,N,
89215,2025-08-11,N,,892157.0,89215.0,1.0,,LCH Limited,Paternoster Square,10,EC4M 7LS,London,GB,LCHLGB2LXXX,Y,Y,N,N,N,N,
89216,2025-08-11,N,,892165.0,89216.0,1.0,,ABN AMRO Clearing Bank N.V.,Gustav Mahlerlaan,10,1082,PP Amsterdam,NL,ABNCNL2AXXX,Y,N,N,N,N,N,
9000,2025-08-11,N,,90002.0,9000.0,1.0,,PostFinance AG,Mingerstrasse,20,3030,Bern,CH,POFICHBEXXX,Y,Y,Y,Y,N,N,
